,id,usingOptaId,imageUrl,pageUrl,shirt,isHomeTeam,timeSubbedOn,timeSubbedOff,usualPosition,positionRow,role,events,name.firstName,name.lastName,events.sub.subbedOut,match_id,teamid,events.as,events.g,minutesPlayed,shotmap,stats,rating.num,rating.bgcolor,rating.isTop.isTopRating,rating.isTop.isMatchFinished,fantasyScore.bgcolor,teamData.home.id,teamData.home.color,teamData.away.id,teamData.away.color,events.ycrc,events.yc,events.rc,events.og
2,69652,False,https://images.fotmob.com/image_resources/playerimages/69652.png,/players/69652/jason-hernandez,21,False,,,1,1,Defender,,Jason,Hernandez,,1894731,546238.0,,,,,,,,,,,,,,,,,,
3,254999,False,https://images.fotmob.com/image_resources/playerimages/254999.png,/players/254999/josh-williams,13,False,,81.0,1,1,Defender,,Josh,Williams,81.0,1894731,546238.0,,,,,,,,,,,,,,,,,,
0,154962,False,https://images.fotmob.com/image_resources/playerimages/154962.png,/players/154962/josh-saunders,12,False,,,0,0,Keeper,,Josh,Saunders,,1894731,546238.0,,,,,,,,,,,,,,,,,,
0,198455,False,https://images.fotmob.com/image_resources/playerimages/198455.png,/players/198455/bill-hamid,28,True,,,0,0,Keeper,,Bill,Hamid,,1894275,6602.0,,,,,,,,,,,,,,,,,,
0,115972,False,https://images.fotmob.com/image_resources/playerimages/115972.png,/players/115972/sean-franklin,5,True,,,1,1,Defender,,Sean,Franklin,,1894275,6602.0,,,,,,,,,,,,,,,,,,
1,21516,False,https://images.fotmob.com/image_resources/playerimages/21516.png,/players/21516/bobby-boswell,32,True,,,1,1,Defender,,Bobby,Boswell,,1894275,6602.0,,,,,,,,,,,,,,,,,,
2,431630,False,https://images.fotmob.com/image_resources/playerimages/431630.png,/players/431630/kofi-opare,6,True,,,1,1,Defender,,Kofi,Opare,,1894275,6602.0,,,,,,,,,,,,,,,,,,
3,431927,False,https://images.fotmob.com/image_resources/playerimages/431927.png,/players/431927/taylor-kemp,2,True,,,1,1,Defender,,Taylor,Kemp,,1894275,6602.0,,,,,,,,,,,,,,,,,,
0,254845,False,https://images.fotmob.com/image_resources/playerimages/254845.png,/players/254845/michael-farfan,12,True,,65.0,2,3,Midfielder,,Michael,Farfan,65.0,1894275,6602.0,,,,,,,,,,,,,,,,,,
1,69963,False,https://images.fotmob.com/image_resources/playerimages/69963.png,/players/69963/davy-arnaud,8,True,,,2,3,Midfielder,,Davy,Arnaud,,1894275,6602.0,,,,,,,,,,,,,,,,,,
2,254975,False,https://images.fotmob.com/image_resources/playerimages/254975.png,/players/254975/perry-kitchen,23,True,,,2,3,Midfielder,,Perry,Kitchen,,1894275,6602.0,,,,,,,,,,,,,,,,,,
3,21515,False,https://images.fotmob.com/image_resources/playerimages/21515.png,/players/21515/chris-rolfe,18,True,,,2,3,Midfielder,,Chris,Rolfe,,1894275,6602.0,,,,,,,,,,,,,,,,,,
0,51960,False,https://images.fotmob.com/image_resources/playerimages/51960.png,/players/51960/jairo-arrieta,19,True,,75,3,5,Attacker,,Jairo,Arrieta,75.0,1894275,6602.0,,,,,,,,,,,,,,,,,,
1,168387,False,https://images.fotmob.com/image_resources/playerimages/168387.png,/players/168387/chris-pontius,13,True,,89,3,5,Attacker,,Chris,Pontius,89.0,1894275,6602.0,,,,,,,,,,,,,,,,,,
0,34232,False,https://images.fotmob.com/image_resources/playerimages/34232.png,/players/34232/bradley-wright-phillips,99,False,,,3,5,Attacker,,Bradley,Wright-Phillips,,1894275,6514.0,,,,,,,,,,,,,,,,,,
0,164550,False,https://images.fotmob.com/image_resources/playerimages/164550.png,/players/164550/mike-grella,13,False,,65.0,2,3,Midfielder,,Mike,Grella,65.0,1894275,6514.0,,,,,,,,,,,,,,,,,,
1,69653,False,https://images.fotmob.com/image_resources/playerimages/69653.png,/players/69653/sacha-kljestan,16,False,,,2,3,Midfielder,,Sacha,Kljestan,,1894275,6514.0,,,,,,,,,,,,,,,,,,
2,41599,False,https://images.fotmob.com/image_resources/playerimages/41599.png,/players/41599/lloyd-sam,10,False,,,2,3,Midfielder,,Lloyd,Sam,,1894275,6514.0,,,,,,,,,,,,,,,,,,
0,166071,False,https://images.fotmob.com/image_resources/playerimages/166071.png,/players/166071/felipe-martins,8,False,,,2,2,Midfielder,,Felipe,Martins,,1894275,6514.0,,,,,,,,,,,,,,,,,,
1,69698,False,https://images.fotmob.com/image_resources/playerimages/69698.png,/players/69698/dax-mccarty,11,False,,77.0,2,2,Midfielder,,Dax,McCarty,77.0,1894275,6514.0,,,,,,,,,,,,,,,,,,
0,525629,False,https://images.fotmob.com/image_resources/playerimages/525629.png,/players/525629/kemar-michael-lawrence,92,False,,,1,1,Defender,,Kemar Michael,Lawrence,,1894275,6514.0,,,,,,,,,,,,,,,,,,
1,93348,False,https://images.fotmob.com/image_resources/playerimages/93348.png,/players/93348/damien-perrinelle,55,False,,,1,1,Defender,,Damien,Perrinelle,,1894275,6514.0,,,,,,,,,,,,,,,,,,
2,458324,False,https://images.fotmob.com/image_resources/playerimages/458324.png,/players/458324/matt-miazga,20,False,,,1,1,Defender,,Matt,Miazga,,1894275,6514.0,,,,,,,,,,,,,,,,,,
3,532765,False,https://images.fotmob.com/image_resources/playerimages/532765.png,/players/532765/chris-duvall,25,False,,,1,1,Defender,,Chris,Duvall,,1894275,6514.0,,,,,,,,,,,,,,,,,,
0,59578,False,https://images.fotmob.com/image_resources/playerimages/59578.png,/players/59578/luis-robles,31,False,,,0,0,Keeper,,Luis,Robles,,1894275,6514.0,,,,,,,,,,,,,,,,,,
0,168183,False,https://images.fotmob.com/image_resources/playerimages/168183.png,/players/168183/tyler-deric,1,True,,,0,0,Keeper,,Tyler,Deric,,1894277,8259.0,,,,,,,,,,,,,,,,,,
0,254830,False,https://images.fotmob.com/image_resources/playerimages/254830.png,/players/254830/kofi-sarkodie,2,True,,,1,1,Defender,,Kofi,Sarkodie,,1894277,8259.0,,,,,,,,,,,,,,,,,,
1,128292,False,https://images.fotmob.com/image_resources/playerimages/128292.png,/players/128292/david-horst,18,True,,,1,1,Defender,,David,Horst,,1894277,8259.0,,,,,,,,,,,,,,,,,,
2,254832,False,https://images.fotmob.com/image_resources/playerimages/254832.png,/players/254832/jermaine-taylor,4,True,,,1,1,Defender,,Jermaine,Taylor,,1894277,8259.0,,,,,,,,,,,,,,,,,,
3,38837,False,https://images.fotmob.com/image_resources/playerimages/38837.png,/players/38837/damarcus-beasley,7,True,,,1,1,Defender,,DaMarcus,Beasley,,1894277,8259.0,,,,,,,,,,,,,,,,,,
0,335493,False,https://images.fotmob.com/image_resources/playerimages/335493.png,/players/335493/luis-garrido,8,True,,64.0,2,2,Midfielder,,Luis,Garrido,64.0,1894277,8259.0,,,,,,,,,,,,,,,,,,
1,70268,False,https://images.fotmob.com/image_resources/playerimages/70268.png,/players/70268/nathan-sturgis,6,True,,,2,2,Midfielder,,Nathan,Sturgis,,1894277,8259.0,,,,,,,,,,,,,,,,,,
0,198744,False,https://images.fotmob.com/image_resources/playerimages/198744.png,/players/198744/boniek-garcia,27,True,,53.0,2,3,Midfielder,,Boniek,Garcia,53.0,1894277,8259.0,,,,,,,,,,,,,,,,,,
1,49550,False,https://images.fotmob.com/image_resources/playerimages/49550.png,/players/49550/ricardo-a.-clark,13,True,,,2,3,Midfielder,,Ricardo A.,Clark,,1894277,8259.0,,,,,,,,,,,,,,,,,,
2,69740,False,https://images.fotmob.com/image_resources/playerimages/69740.png,/players/69740/brad-davis,11,True,,,2,3,Midfielder,,Brad,Davis,,1894277,8259.0,,,,,,,,,,,,,,,,,,
0,23019,False,https://images.fotmob.com/image_resources/playerimages/23019.png,/players/23019/giles-barnes,10,True,,90,3,5,Attacker,,Giles,Barnes,90.0,1894277,8259.0,,,,,,,,,,,,,,,,,,
0,198399,False,https://images.fotmob.com/image_resources/playerimages/198399.png,/players/198399/jack-mcinerney,99,False,,,3,5,Attacker,,Jack,McInerney,,1894277,307692.0,,,,,,,,,,,,,,,,,,
0,198457,False,https://images.fotmob.com/image_resources/playerimages/198457.png,/players/198457/dilly-duka,11,False,,67.0,2,3,Midfielder,,Dilly,Duka,67.0,1894277,307692.0,,,,,,,,,,,,,,,,,,
1,26349,False,https://images.fotmob.com/image_resources/playerimages/26349.png,/players/26349/ignacio-piatti,10,False,,,2,3,Midfielder,,Ignacio,Piatti,,1894277,307692.0,,,,,,,,,,,,,,,,,,
2,120975,False,https://images.fotmob.com/image_resources/playerimages/120975.png,/players/120975/andres-romero,15,False,,,2,3,Midfielder,,Andres,Romero,,1894277,307692.0,,,,,,,,,,,,,,,,,,
0,198431,False,https://images.fotmob.com/image_resources/playerimages/198431.png,/players/198431/eric-alexander,29,False,,,2,2,Midfielder,,Eric,Alexander,,1894277,307692.0,,,,,,,,,,,,,,,,,,
1,40260,False,https://images.fotmob.com/image_resources/playerimages/40260.png,/players/40260/patrice-bernier,8,False,,67.0,2,2,Midfielder,,Patrice,Bernier,67.0,1894277,307692.0,,,,,,,,,,,,,,,,,,
0,268308,False,https://images.fotmob.com/image_resources/playerimages/268308.png,/players/268308/donny-toia,25,False,,,1,1,Defender,,Donny,Toia,,1894277,307692.0,,,,,,,,,,,,,,,,,,
1,38441,False,https://images.fotmob.com/image_resources/playerimages/38441.png,/players/38441/laurent-ciman,23,False,,,1,1,Defender,,Laurent,Ciman,,1894277,307692.0,,,,,,,,,,,,,,,,,,
2,69509,False,https://images.fotmob.com/image_resources/playerimages/69509.png,/players/69509/bakary-soumare,5,False,,,1,1,Defender,,Bakary,Soumare,,1894277,307692.0,,,,,,,,,,,,,,,,,,
3,523418,False,https://images.fotmob.com/image_resources/playerimages/523418.png,/players/523418/victor-cabrera,36,False,,82.0,1,1,Defender,,Victor,Cabrera,82.0,1894277,307692.0,,,,,,,,,,,,,,,,,,
0,308044,False,https://images.fotmob.com/image_resources/playerimages/308044.png,/players/308044/evan-bush,1,False,,,0,0,Keeper,,Evan,Bush,,1894277,307692.0,,,,,,,,,,,,,,,,,,
0,50656,False,https://images.fotmob.com/image_resources/playerimages/50656.png,/players/50656/luis-marin,1,True,,,0,0,Keeper,,Luis,Marin,,1894276,6604.0,,,,,,,,,,,,,,,,,,
0,254878,False,https://images.fotmob.com/image_resources/playerimages/254878.png,/players/254878/jalil-anibaba,23,True,,,1,1,Defender,,Jalil,Anibaba,,1894276,6604.0,,,,,,,,,,,,,,,,,,
1,198461,False,https://images.fotmob.com/image_resources/playerimages/198461.png,/players/198461/ikenna-ike-opara,3,True,,84.0,1,1,Defender,,Ikenna Ike,Opara,84.0,1894276,6604.0,,,,,,,,,,,,,,,,,,
2,168175,False,https://images.fotmob.com/image_resources/playerimages/168175.png,/players/168175/matt-besler,5,True,,,1,1,Defender,,Matt,Besler,,1894276,6604.0,,,,,,,,,,,,,,,,,,
3,45464,False,https://images.fotmob.com/image_resources/playerimages/45464.png,/players/45464/marcel-de-jong,71,True,,,1,1,Defender,,Marcel,De Jong,,1894276,6604.0,,,,,,,,,,,,,,,,,,
0,27153,False,https://images.fotmob.com/image_resources/playerimages/27153.png,/players/27153/benny-feilhaber,10,True,,,2,3,Midfielder,,Benny,Feilhaber,,1894276,6604.0,,,,,,,,,,,,,,,,,,
1,254989,False,https://images.fotmob.com/image_resources/playerimages/254989.png,/players/254989/servando-carrasco,16,True,,,2,3,Midfielder,,Servando,Carrasco,,1894276,6604.0,,,,,,,,,,,,,,,,,,
2,71844,False,https://images.fotmob.com/image_resources/playerimages/71844.png,/players/71844/roger-espinoza,27,True,,,2,3,Midfielder,,Roger,Espinoza,,1894276,6604.0,,,,,,,,,,,,,,,,,,
0,69464,False,https://images.fotmob.com/image_resources/playerimages/69464.png,/players/69464/jacob-peterson,37,True,,77.0,3,5,Attacker,,Jacob,Peterson,77.0,1894276,6604.0,,,,,,,,,,,,,,,,,,
1,309797,False,https://images.fotmob.com/image_resources/playerimages/309797.png,/players/309797/dominic-dwyer,14,True,,,3,5,Attacker,,Dominic,Dwyer,,1894276,6604.0,,,,,,,,,,,,,,,,,,
2,12386,False,https://images.fotmob.com/image_resources/playerimages/12386.png,/players/12386/krisztian-nemeth,9,True,,,3,5,Attacker,,Krisztian,Nemeth,,1894276,6604.0,,,,,,,,,,,,,,,,,,
0,282272,False,https://images.fotmob.com/image_resources/playerimages/282272.png,/players/282272/olmes-garcia,13,False,,88.0,3,5,Attacker,,Olmes,Garcia,88.0,1894276,6606.0,,,,,,,,,,,,,,,,,,
1,41564,False,https://images.fotmob.com/image_resources/playerimages/41564.png,/players/41564/álvaro-saborio,15,False,,,3,5,Attacker,,Álvaro,Saborio,,1894276,6606.0,,,,,,,,,,,,,,,,,,
2,198448,False,https://images.fotmob.com/image_resources/playerimages/198448.png,/players/198448/luis-gil,10,False,,65.0,3,5,Attacker,,Luis,Gil,65.0,1894276,6606.0,,,,,,,,,,,,,,,,,,
0,525131,False,https://images.fotmob.com/image_resources/playerimages/525131.png,/players/525131/luke-mulholland,19,False,,90.0,2,3,Midfielder,,Luke,Mulholland,90.0,1894276,6606.0,,,,,,,,,,,,,,,,,,
1,49552,False,https://images.fotmob.com/image_resources/playerimages/49552.png,/players/49552/kyle-beckerman,5,False,,,2,3,Midfielder,,Kyle,Beckerman,,1894276,6606.0,,,,,,,,,,,,,,,,,,
2,18594,False,https://images.fotmob.com/image_resources/playerimages/18594.png,/players/18594/javier-damian-morales,11,False,,,2,3,Midfielder,,Javier Damian,Morales,,1894276,6606.0,,,,,,,,,,,,,,,,,,
0,115989,False,https://images.fotmob.com/image_resources/playerimages/115989.png,/players/115989/kenny-mansally,29,False,,,1,1,Defender,,Kenny,Mansally,,1894276,6606.0,,,,,,,,,,,,,,,,,,
1,242569,False,https://images.fotmob.com/image_resources/playerimages/242569.png,/players/242569/elias-vasquez,12,False,,,1,1,Defender,,Elias,Vasquez,,1894276,6606.0,,,,,,,,,,,,,,,,,,
2,50066,False,https://images.fotmob.com/image_resources/playerimages/50066.png,/players/50066/jamison-olave,4,False,,,1,1,Defender,,Jamison,Olave,,1894276,6606.0,,,,,,,,,,,,,,,,,,
3,116000,False,https://images.fotmob.com/image_resources/playerimages/116000.png,/players/116000/tony-beltran,2,False,,,1,1,Defender,,Tony,Beltran,,1894276,6606.0,,,,,,,,,,,,,,,,,,
0,70336,False,https://images.fotmob.com/image_resources/playerimages/70336.png,/players/70336/nick-rimando,18,False,,,0,0,Keeper,,Nick,Rimando,,1894276,6606.0,,,,,,,,,,,,,,,,,,
0,254996,False,https://images.fotmob.com/image_resources/playerimages/254996.png,/players/254996/david-bingham,1,True,,,0,0,Keeper,,David,Bingham,,1894278,6603.0,,,,,,,,,,,,,,,,,,
0,70319,False,https://images.fotmob.com/image_resources/playerimages/70319.png,/players/70319/marvell-wynne,4,True,,,1,1,Defender,,Marvell,Wynne,,1894278,6603.0,,,,,,,,,,,,,,,,,,
1,164694,False,https://images.fotmob.com/image_resources/playerimages/164694.png,/players/164694/victor-bernárdez,5,True,,,1,1,Defender,,Victor,Bernárdez,,1894278,6603.0,,,,,,,,,,,,,,,,,,
2,69693,False,https://images.fotmob.com/image_resources/playerimages/69693.png,/players/69693/clarence-goodson,21,True,,,1,1,Defender,,Clarence,Goodson,,1894278,6603.0,,,,,,,,,,,,,,,,,,
3,309798,False,https://images.fotmob.com/image_resources/playerimages/309798.png,/players/309798/cordell-cato,7,True,,,1,1,Defender,,Cordell,Cato,,1894278,6603.0,,,,,,,,,,,,,,,,,,
0,69756,False,https://images.fotmob.com/image_resources/playerimages/69756.png,/players/69756/chris-wondolowski,8,True,,64.0,2,3,Midfielder,,Chris,Wondolowski,64.0,1894278,6603.0,,,,,,,,,,,,,,,,,,
1,621890,False,https://images.fotmob.com/image_resources/playerimages/621890.png,/players/621890/fatai-alashe,27,True,,,2,3,Midfielder,,Fatai,Alashe,,1894278,6603.0,,,,,,,,,,,,,,,,,,
2,18382,False,https://images.fotmob.com/image_resources/playerimages/18382.png,/players/18382/matias-pérez-garcia,10,True,,80.0,2,3,Midfielder,,Matias Pérez,Garcia,80.0,1894278,6603.0,,,,,,,,,,,,,,,,,,
0,172890,False,https://images.fotmob.com/image_resources/playerimages/172890.png,/players/172890/sanna-nyassi,17,True,,90.0,3,5,Attacker,,Sanna,Nyassi,90.0,1894278,6603.0,,,,,,,,,,,,,,,,,,
1,432968,False,https://images.fotmob.com/image_resources/playerimages/432968.png,/players/432968/adam-jahn,14,True,,,3,5,Attacker,,Adam,Jahn,,1894278,6603.0,,,,,,,,,,,,,,,,,,
2,120008,False,https://images.fotmob.com/image_resources/playerimages/120008.png,/players/120008/shea-salinas,6,True,,,3,5,Attacker,,Shea,Salinas,,1894278,6603.0,,,,,,,,,,,,,,,,,,
0,410821,False,https://images.fotmob.com/image_resources/playerimages/410821.png,/players/410821/octavio-rivero,29,False,,,3,5,Attacker,,Octavio,Rivero,,1894278,307691.0,,,,,,,,,,,,,,,,,,
0,432182,False,https://images.fotmob.com/image_resources/playerimages/432182.png,/players/432182/kekuta-manneh,23,False,,,2,3,Midfielder,,Kekuta,Manneh,,1894278,307691.0,,,,,,,,,,,,,,,,,,
1,50473,False,https://images.fotmob.com/image_resources/playerimages/50473.png,/players/50473/pedro-morales,77,False,,,2,3,Midfielder,,Pedro,Morales,,1894278,307691.0,,,,,,,,,,,,,,,,,,
2,309555,False,https://images.fotmob.com/image_resources/playerimages/309555.png,/players/309555/darren-mattocks,11,False,,72.0,2,3,Midfielder,,Darren,Mattocks,72.0,1894278,307691.0,,,,,,,,,,,,,,,,,,
0,621554,False,https://images.fotmob.com/image_resources/playerimages/621554.png,/players/621554/deybi-flores,20,False,,68,2,2,Midfielder,,Deybi,Flores,68.0,1894278,307691.0,,,,,,,,,,,,,,,,,,
1,209306,False,https://images.fotmob.com/image_resources/playerimages/209306.png,/players/209306/matias-laba,15,False,,80,2,2,Midfielder,,Matias,Laba,80.0,1894278,307691.0,,,,,,,,,,,,,,,,,,
0,115924,False,https://images.fotmob.com/image_resources/playerimages/115924.png,/players/115924/jordan-harvey,2,False,,,1,1,Defender,,Jordan,Harvey,,1894278,307691.0,,,,,,,,,,,,,,,,,,
1,26593,False,https://images.fotmob.com/image_resources/playerimages/26593.png,/players/26593/pa-modou-kah,44,False,,,1,1,Defender,,Pa Modou,Kah,,1894278,307691.0,,,,,,,,,,,,,,,,,,
2,119019,False,https://images.fotmob.com/image_resources/playerimages/119019.png,/players/119019/kendall-waston,4,False,,,1,1,Defender,,Kendall,Waston,,1894278,307691.0,,,,,,,,,,,,,,,,,,
3,198454,False,https://images.fotmob.com/image_resources/playerimages/198454.png,/players/198454/steven-beitashour,33,False,,,1,1,Defender,,Steven,Beitashour,,1894278,307691.0,,,,,,,,,,,,,,,,,,
0,34784,False,https://images.fotmob.com/image_resources/playerimages/34784.png,/players/34784/david-ousted,1,False,,,0,0,Keeper,,David,Ousted,,1894278,307691.0,,,,,,,,,,,,,,,,,,
0,71622,False,https://images.fotmob.com/image_resources/playerimages/71622.png,/players/71622/adam-larsen-kwarasey,12,True,,,0,0,Keeper,,Adam Larsen,Kwarasey,,1894279,307690.0,,,,,,,,,,,,,,,,,,
0,464916,False,https://images.fotmob.com/image_resources/playerimages/464916.png,/players/464916/alvas-elvis-powell,2,True,,,1,1,Defender,,Alvas Elvis,Powell,,1894279,307690.0,,,,,,,,,,,,,,,,,,
1,40092,False,https://images.fotmob.com/image_resources/playerimages/40092.png,/players/40092/nat-borchers,7,True,,,1,1,Defender,,Nat,Borchers,,1894279,307690.0,,,,,,,,,,,,,,,,,,
2,23787,False,https://images.fotmob.com/image_resources/playerimages/23787.png,/players/23787/liam-ridgewell,24,True,,,1,1,Defender,,Liam,Ridgewell,,1894279,307690.0,,,,,,,,,,,,,,,,,,
3,314442,False,https://images.fotmob.com/image_resources/playerimages/314442.png,/players/314442/jorge-villafana,19,True,,81.0,1,1,Defender,,Jorge,Villafana,81.0,1894279,307690.0,,,,,,,,,,,,,,,,,,
0,254844,False,https://images.fotmob.com/image_resources/playerimages/254844.png,/players/254844/darlington-nagbe,6,True,,,2,3,Midfielder,,Darlington,Nagbe,,1894279,307690.0,,,,,,,,,,,,,,,,,,
1,50336,False,https://images.fotmob.com/image_resources/playerimages/50336.png,/players/50336/diego-chara,21,True,,,2,3,Midfielder,,Diego,Chara,,1894279,307690.0,,,,,,,,,,,,,,,,,,
2,525134,False,https://images.fotmob.com/image_resources/playerimages/525134.png,/players/525134/george-fochive,26,True,,46.0,2,3,Midfielder,,George,Fochive,46.0,1894279,307690.0,,,,,,,,,,,,,,,,,,
3,168388,False,https://images.fotmob.com/image_resources/playerimages/168388.png,/players/168388/rodney-wallace,22,True,,55.0,2,3,Midfielder,,Rodney,Wallace,55.0,1894279,307690.0,,,,,,,,,,,,,,,,,,
0,253411,False,https://images.fotmob.com/image_resources/playerimages/253411.png,/players/253411/fanendo-adi,9,True,,,3,5,Attacker,,Fanendo,Adi,,1894279,307690.0,,,,,,,,,,,,,,,,,,
1,264747,False,https://images.fotmob.com/image_resources/playerimages/264747.png,/players/264747/maximiliano-nicolas-urruti,37,True,,,3,5,Attacker,,Maximiliano Nicolas,Urruti,,1894279,307690.0,,,,,,,,,,,,,,,,,,
0,41044,False,https://images.fotmob.com/image_resources/playerimages/41044.png,/players/41044/kaka,10,False,,,3,5,Attacker,,,Kaka,,1894279,267810.0,,,,,,,,,,,,,,,,,,
1,544312,False,https://images.fotmob.com/image_resources/playerimages/544312.png,/players/544312/cyle-larin,21,False,,82.0,3,5,Attacker,,Cyle,Larin,82.0,1894279,267810.0,,,,,,,,,,,,,,,,,,
2,503719,False,https://images.fotmob.com/image_resources/playerimages/503719.png,/players/503719/kevin-molino,18,False,,,3,5,Attacker,,Kevin,Molino,,1894279,267810.0,,,,,,,,,,,,,,,,,,
0,282158,False,https://images.fotmob.com/image_resources/playerimages/282158.png,/players/282158/cristian-higuita,7,False,,70.0,2,3,Midfielder,,Cristian,Higuita,70.0,1894279,267810.0,,,,,,,,,,,,,,,,,,
1,198398,False,https://images.fotmob.com/image_resources/playerimages/198398.png,/players/198398/amobi-okugo,5,False,,,2,3,Midfielder,,Amobi,Okugo,,1894279,267810.0,,,,,,,,,,,,,,,,,,
2,502562,False,https://images.fotmob.com/image_resources/playerimages/502562.png,/players/502562/darwin-ceren,17,False,,,2,3,Midfielder,,Darwin,Ceren,,1894279,267810.0,,,,,,,,,,,,,,,,,,
