,id,usingOptaId,imageUrl,pageUrl,shirt,isHomeTeam,timeSubbedOn,timeSubbedOff,usualPosition,positionRow,role,events,name.firstName,name.lastName,events.sub.subbedOut,match_id,teamid,events.as,events.g,minutesPlayed,shotmap,stats,rating.num,rating.bgcolor,rating.isTop.isTopRating,rating.isTop.isMatchFinished,fantasyScore.bgcolor,teamData.home.id,teamData.home.color,teamData.away.id,teamData.away.color,events.ycrc,events.yc,events.rc,events.og
1,69979,False,https://images.fotmob.com/image_resources/playerimages/69979.png,/players/69979/yura-movsisyan,14,False,,90.0,3,5,Attacker,,Yura,Movsisyan,90.0,2161974,6606.0,,1.0,89.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.39, 'Minutes played': 89, 'Goals': 1, 'Assists': 0, 'Total shots': 3, 'Shotmap': True, 'Accurate passes': '12/18 (67%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/3 (33%)', 'Touches': 46, 'Successful dribbles': '2/7 (29%)', 'Offsides': 2, 'Dispossessed': 4}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Recoveries': 2}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/14 (29%)', 'Aerial duels won': '1/4 (25%)', 'Was fouled': 2, 'Fouls committed': 1}}]",7.4,#1ec853,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
2,245586,False,https://images.fotmob.com/image_resources/playerimages/245586.png,/players/245586/juan-manuel-martinez,7,False,,,3,5,Attacker,,Juan Manuel,Martinez,,2161974,6606.0,,1.0,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.86, 'Minutes played': 90, 'Goals': 1, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '26/36 (72%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/1 (100%)', 'Touches': 59, 'Successful dribbles': '1/2 (50%)', 'Accurate long balls': '0/2 (0%)', 'Dispossessed': 4}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 5, 'Headed clearance': 3, 'Interceptions': 1, 'Recoveries': 4}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/9 (33%)', 'Aerial duels won': '1/2 (50%)', 'Was fouled': 2, 'Fouls committed': 1}}]",7.9,#1ec853,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
0,49552,False,https://images.fotmob.com/image_resources/playerimages/49552.png,/players/49552/kyle-beckerman,5,False,,,2,3,Midfielder,,Kyle,Beckerman,,2161974,6606.0,1.0,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 8.22, 'Minutes played': 90, 'Goals': 0, 'Assists': 1, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '33/46 (72%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/1 (0%)', 'Touches': 63, 'Accurate long balls': '4/10 (40%)', 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '2/2 (100%)', 'Clearances': 1, 'Interceptions': 5, 'Recoveries': 8, 'Dribbled past': 1}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/7 (57%)', 'Aerial duels won': '0/1 (0%)', 'Was fouled': 2, 'Fouls committed': 1}}]",8.2,#0e87e0,True,True,purple,6604.0,#103858,6604.0,#972c38,,,,
1,18594,False,https://images.fotmob.com/image_resources/playerimages/18594.png,/players/18594/javier-damian-morales,11,False,,,2,3,Midfielder,,Javier Damian,Morales,,2161974,6606.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.17, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '50/58 (86%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Touches': 76, 'Successful dribbles': '2/3 (67%)', 'Accurate crosses': '1/1 (100%)', 'Accurate long balls': '0/1 (0%)', 'Corners': 1, 'Dispossessed': 3}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 2, 'Headed clearance': 1, 'Interceptions': 2, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/9 (44%)', 'Aerial duels won': 0, 'Was fouled': 2, 'Fouls committed': 1}}]",7.2,#1ec853,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
2,75250,False,https://images.fotmob.com/image_resources/playerimages/75250.png,/players/75250/sunny,8,False,,,2,3,Midfielder,,,Sunny,,2161974,6606.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.04, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '27/34 (79%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Touches': 47, 'Accurate long balls': '2/4 (50%)', 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '0/1 (0%)', 'Clearances': 4, 'Headed clearance': 4, 'Interceptions': 1, 'Recoveries': 2, 'Dribbled past': 1}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/4 (25%)', 'Aerial duels won': '5/6 (83%)', 'Was fouled': 0, 'Fouls committed': 1}}]",7.0,#1ec853,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
0,69466,False,https://images.fotmob.com/image_resources/playerimages/69466.png,/players/69466/chris-wingert,16,False,,68.0,1,1,Defender,,Chris,Wingert,68.0,2161974,6606.0,,,68.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.18, 'Minutes played': 68, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '15/23 (65%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Touches': 48, 'Successful dribbles': '0/1 (0%)', 'Accurate crosses': '0/1 (0%)', 'Accurate long balls': '3/4 (75%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '0/3 (0%)', 'Clearances': 1, 'Interceptions': 5, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/4 (75%)', 'Aerial duels won': '1/1 (100%)', 'Was fouled': 0, 'Fouls committed': 0}}]",7.2,#1ec853,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
1,309792,False,https://images.fotmob.com/image_resources/playerimages/309792.png,/players/309792/aaron-maund,21,False,,,1,1,Defender,,Aaron,Maund,,2161974,6606.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.37, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '11/20 (55%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Touches': 32, 'Accurate long balls': '1/5 (20%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '1/2 (50%)', 'Clearances': 3, 'Headed clearance': 2, 'Interceptions': 4, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/4 (75%)', 'Aerial duels won': '2/3 (67%)', 'Was fouled': 1, 'Fouls committed': 1}}]",7.4,#1ec853,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
2,565981,False,https://images.fotmob.com/image_resources/playerimages/565981.png,/players/565981/justen-glad,15,False,,,1,1,Defender,,Justen,Glad,,2161974,6606.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.57, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '15/21 (71%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Touches': 39, 'Accurate long balls': '0/3 (0%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '1/1 (100%)', 'Clearances': 7, 'Headed clearance': 3, 'Interceptions': 5, 'Recoveries': 2}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/2 (50%)', 'Aerial duels won': '2/4 (50%)', 'Was fouled': 0, 'Fouls committed': 1}}]",7.6,#1ec853,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
3,116000,False,https://images.fotmob.com/image_resources/playerimages/116000.png,/players/116000/tony-beltran,2,False,,,1,1,Defender,,Tony,Beltran,,2161974,6606.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.81, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '19/23 (83%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Touches': 46, 'Accurate long balls': '0/2 (0%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 4, 'Headed clearance': 2, 'Interceptions': 2, 'Recoveries': 2, 'Dribbled past': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/4 (25%)', 'Aerial duels won': '1/2 (50%)', 'Was fouled': 1, 'Fouls committed': 0}}]",6.8,#f08022,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
0,70336,False,https://images.fotmob.com/image_resources/playerimages/70336.png,/players/70336/nick-rimando,18,False,,,0,0,Keeper,,Nick,Rimando,,2161974,6606.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.69, 'Minutes played': 90, 'Saves': 3, 'Goals': 0, 'Goals conceded': 1, 'Accurate passes': '9/27 (33%)', 'Accurate long balls': '8/26 (31%)', 'Diving save': 2, 'Saves inside box': 1, 'Acted as sweeper': 0, 'Punches': 1, 'Throws': 3, 'High claim': 0, 'Recoveries': 7, 'Touches': 35}}]",7.7,#1ec853,False,True,purple,6604.0,#103858,6604.0,#972c38,,,,
0,168176,False,https://images.fotmob.com/image_resources/playerimages/168176.png,/players/168176/stefan-frei,24,True,,,0,0,Keeper,,Stefan,Frei,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 5.47, 'Minutes played': 90, 'Saves': 0, 'Goals': 0, 'Goals conceded': 1, 'Accurate passes': '13/19 (68%)', 'Accurate long balls': '3/9 (33%)', 'Diving save': 0, 'Saves inside box': 0, 'Acted as sweeper': 0, 'Punches': 0, 'Throws': 4, 'High claim': 1, 'Recoveries': 5, 'Touches': 0}}]",5.5,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
0,34230,False,https://images.fotmob.com/image_resources/playerimages/34230.png,/players/34230/tyrone-mears,4,True,,,1,1,Defender,,Tyrone,Mears,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.29, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '59/64 (92%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Successful dribbles': '0/2 (0%)', 'Accurate crosses': '0/7 (0%)', 'Accurate long balls': '6/7 (86%)', 'Corners': 3, 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 1, 'Interceptions': 1, 'Recoveries': 2}}, {'title': 'Duels', 'stats': {'Ground duels won': '0/3 (0%)', 'Aerial duels won': '1/2 (50%)', 'Was fouled': 0, 'Fouls committed': 2}}]",6.3,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
1,69666,False,https://images.fotmob.com/image_resources/playerimages/69666.png,/players/69666/brad-evans,3,True,,,1,1,Defender,,Brad,Evans,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.68, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '92/99 (93%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Accurate long balls': '5/5 (100%)', 'Corners': 1, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Interceptions': 4, 'Recoveries': 8}}, {'title': 'Duels', 'stats': {'Ground duels won': '0/1 (0%)', 'Aerial duels won': '3/5 (60%)', 'Was fouled': 0, 'Fouls committed': 0}}]",6.7,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
2,168055,False,https://images.fotmob.com/image_resources/playerimages/168055.png,/players/168055/zach-scott,20,True,,,1,1,Defender,,Zach,Scott,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.44, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '63/73 (86%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/1 (0%)', 'Blocked shots': 1, 'Accurate long balls': '6/9 (67%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '1/1 (100%)', 'Clearances': 2, 'Interceptions': 4, 'Recoveries': 8}}, {'title': 'Duels', 'stats': {'Ground duels won': '2/2 (100%)', 'Aerial duels won': '6/8 (75%)', 'Was fouled': 2, 'Fouls committed': 0}}]",7.4,#1ec853,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
3,529758,False,https://images.fotmob.com/image_resources/playerimages/529758.png,/players/529758/joevin-jones,33,True,,,1,1,Defender,,Joevin,Jones,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.72, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '61/67 (91%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Successful dribbles': '2/5 (40%)', 'Accurate crosses': '0/4 (0%)', 'Accurate long balls': '2/3 (67%)', 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '3/3 (100%)', 'Recoveries': 6}}, {'title': 'Duels', 'stats': {'Ground duels won': '5/9 (56%)', 'Aerial duels won': '0/1 (0%)', 'Was fouled': 0, 'Fouls committed': 0}}]",6.7,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
0,21123,False,https://images.fotmob.com/image_resources/playerimages/21123.png,/players/21123/erik-friberg,8,True,,,2,2,Midfielder,,Erik,Friberg,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.39, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '62/80 (78%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Blocked shots': 2, 'Accurate long balls': '3/9 (33%)', 'Corners': 2, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Recoveries': 4}}, {'title': 'Duels', 'stats': {'Ground duels won': '0/1 (0%)', 'Aerial duels won': '1/1 (100%)', 'Was fouled': 0, 'Fouls committed': 0}}]",6.4,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
1,168050,False,https://images.fotmob.com/image_resources/playerimages/168050.png,/players/168050/osvaldo-alonso,6,True,,,2,2,Midfielder,,Osvaldo,Alonso,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.56, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '93/102 (91%)', 'Key passes': 3}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/1 (0%)', 'Blocked shots': 1, 'Accurate long balls': '9/12 (75%)', 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '3/3 (100%)', 'Clearances': 1, 'Interceptions': 3, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '5/8 (63%)', 'Aerial duels won': '1/2 (50%)', 'Was fouled': 2, 'Fouls committed': 1}}]",7.6,#1ec853,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
0,525649,False,https://images.fotmob.com/image_resources/playerimages/525649.png,/players/525649/aaron-kovar,11,True,,66.0,2,3,Midfielder,,Aaron,Kovar,66.0,2161975,130394.0,,,66.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 5.86, 'Minutes played': 66, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '34/41 (83%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Blocked shots': 2, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '0/1 (0%)', 'Interceptions': 2, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/3 (33%)', 'Aerial duels won': '1/3 (33%)', 'Was fouled': 0, 'Fouls committed': 0}}]",5.9,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
1,30956,False,https://images.fotmob.com/image_resources/playerimages/30956.png,/players/30956/clint-dempsey,2,True,,,3,3,Attacker,,Clint,Dempsey,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.98, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 5, 'Shotmap': True, 'Accurate passes': '38/43 (88%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Shot accuracy': '4/4 (100%)', 'Blocked shots': 1, 'Successful dribbles': '3/4 (75%)', 'Accurate long balls': '4/5 (80%)', 'Corners': 1, 'Dispossessed': 2}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Interceptions': 2, 'Recoveries': 3}}, {'title': 'Duels', 'stats': {'Ground duels won': '5/11 (45%)', 'Aerial duels won': '1/4 (25%)', 'Was fouled': 2, 'Fouls committed': 3}}]",7.0,#1ec853,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
2,42873,False,https://images.fotmob.com/image_resources/playerimages/42873.png,/players/42873/andreas-ivanschitz,23,True,,79.0,2,3,Midfielder,,Andreas,Ivanschitz,79.0,2161975,130394.0,,,79.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.64, 'Minutes played': 79, 'Goals': 0, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '22/30 (73%)', 'Key passes': 5}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/1 (0%)', 'Accurate crosses': '0/9 (0%)', 'Accurate long balls': '1/2 (50%)', 'Corners': 2, 'Dispossessed': 2}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Interceptions': 1, 'Recoveries': 1}}, {'title': 'Duels', 'stats': {'Ground duels won': '2/4 (50%)', 'Aerial duels won': 0, 'Was fouled': 2, 'Fouls committed': 0}}]",6.6,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
0,578643,False,https://images.fotmob.com/image_resources/playerimages/578643.png,/players/578643/jordan-morris,13,True,,,3,5,Attacker,,Jordan,Morris,,2161975,130394.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.34, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '16/20 (80%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/2 (0%)', 'Successful dribbles': '1/2 (50%)', 'Accurate crosses': '0/1 (0%)', 'Accurate long balls': '0/1 (0%)', 'Corners': 1, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Interceptions': 1, 'Recoveries': 1}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/3 (33%)', 'Aerial duels won': '3/4 (75%)', 'Was fouled': 1, 'Fouls committed': 1}}]",6.3,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
0,23291,False,https://images.fotmob.com/image_resources/playerimages/23291.png,/players/23291/kevin-doyle,9,False,,90,3,5,Attacker,,Kevin,Doyle,90.0,2161975,8314.0,,,89.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.79, 'Minutes played': 89, 'Goals': 0, 'Assists': 0, 'Total shots': 3, 'Shotmap': True, 'Accurate passes': '23/26 (88%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/2 (0%)', 'Blocked shots': 1, 'Corners': 1, 'Offsides': 1, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '2/3 (67%)', 'Clearances': 1, 'Recoveries': 6}}, {'title': 'Duels', 'stats': {'Ground duels won': '5/7 (71%)', 'Aerial duels won': '0/4 (0%)', 'Was fouled': 2, 'Fouls committed': 1}}]",6.8,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
0,436073,False,https://images.fotmob.com/image_resources/playerimages/436073.png,/players/436073/luis-solignac,21,False,,83.0,3,3,Attacker,,Luis,Solignac,83.0,2161975,8314.0,,,83.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.17, 'Minutes played': 83, 'Goals': 0, 'Assists': 0, 'Total shots': 2, 'Shotmap': True, 'Accurate passes': '17/22 (77%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/2 (0%)', 'Successful dribbles': '1/2 (50%)', 'Accurate long balls': '3/3 (100%)', 'Offsides': 1, 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Interceptions': 2, 'Recoveries': 6}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/2 (50%)', 'Aerial duels won': '1/2 (50%)', 'Was fouled': 0, 'Fouls committed': 0}}]",7.2,#1ec853,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
1,27483,False,https://images.fotmob.com/image_resources/playerimages/27483.png,/players/27483/jermaine-jones,13,False,,,2,3,Midfielder,,Jermaine,Jones,,2161975,8314.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.1, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 3, 'Shotmap': True, 'Accurate passes': '41/55 (75%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Shot accuracy': '0/3 (0%)', 'Successful dribbles': '0/1 (0%)', 'Accurate long balls': '3/6 (50%)', 'Offsides': 1, 'Dispossessed': 1}}, {'title': 'Defence', 'stats': {'Tackles won': '2/2 (100%)', 'Clearances': 1, 'Interceptions': 1, 'Recoveries': 5}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/6 (50%)', 'Aerial duels won': '6/13 (46%)', 'Was fouled': 2, 'Fouls committed': 2}}]",7.1,#1ec853,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
2,431656,False,https://images.fotmob.com/image_resources/playerimages/431656.png,/players/431656/dillon-serna,17,False,,77.0,2,3,Midfielder,,Dillon,Serna,77.0,2161975,8314.0,,,77.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 5.82, 'Minutes played': 77, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '11/17 (65%)', 'Key passes': 1}}, {'title': 'Attack', 'stats': {'Successful dribbles': '0/1 (0%)', 'Accurate long balls': '1/2 (50%)', 'Dispossessed': 3}}, {'title': 'Defence', 'stats': {'Tackles won': '1/1 (100%)', 'Clearances': 1, 'Recoveries': 4}}, {'title': 'Duels', 'stats': {'Ground duels won': '1/8 (13%)', 'Aerial duels won': 0, 'Was fouled': 0, 'Fouls committed': 2}}]",5.8,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
0,529560,False,https://images.fotmob.com/image_resources/playerimages/529560.png,/players/529560/michael-azira,22,False,,,2,2,Midfielder,,Michael,Azira,,2161975,8314.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 7.5, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '35/40 (88%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Accurate long balls': '5/8 (63%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '2/2 (100%)', 'Clearances': 1, 'Interceptions': 3, 'Recoveries': 4}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/5 (80%)', 'Aerial duels won': '1/2 (50%)', 'Was fouled': 2, 'Fouls committed': 1}}]",7.5,#1ec853,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
1,168174,False,https://images.fotmob.com/image_resources/playerimages/168174.png,/players/168174/sam-cronin,6,False,,,2,2,Midfielder,,Sam,Cronin,,2161975,8314.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.43, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '31/36 (86%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Blocked shots': 1, 'Accurate long balls': '4/4 (100%)', 'Corners': 1, 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 3, 'Interceptions': 2, 'Recoveries': 1}}, {'title': 'Duels', 'stats': {'Ground duels won': '0/3 (0%)', 'Aerial duels won': '0/2 (0%)', 'Was fouled': 0, 'Fouls committed': 2}}]",6.4,#f08022,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
0,69665,False,https://images.fotmob.com/image_resources/playerimages/69665.png,/players/69665/marc-burch,4,False,,,1,1,Defender,,Marc,Burch,,2161975,8314.0,1.0,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 8.41, 'Minutes played': 90, 'Goals': 0, 'Assists': 1, 'Total shots': 0, 'Accurate passes': '26/32 (81%)', 'Key passes': 2}}, {'title': 'Attack', 'stats': {'Successful dribbles': '1/1 (100%)', 'Accurate crosses': '0/5 (0%)', 'Accurate long balls': '6/9 (67%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '3/3 (100%)', 'Clearances': 1, 'Interceptions': 2, 'Recoveries': 2}}, {'title': 'Duels', 'stats': {'Ground duels won': '4/4 (100%)', 'Aerial duels won': '1/1 (100%)', 'Was fouled': 0, 'Fouls committed': 0}}]",8.4,#0e87e0,True,True,purple,130394.0,#73a332,130394.0,#980028,,,,
1,621484,False,https://images.fotmob.com/image_resources/playerimages/621484.png,/players/621484/axel-sjöberg,44,False,,,1,1,Defender,,Axel,Sjöberg,,2161975,8314.0,,1.0,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 8.05, 'Minutes played': 90, 'Goals': 1, 'Assists': 0, 'Total shots': 1, 'Shotmap': True, 'Accurate passes': '19/28 (68%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Shot accuracy': '1/1 (100%)', 'Accurate long balls': '2/6 (33%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': 0, 'Clearances': 5, 'Interceptions': 2}}, {'title': 'Duels', 'stats': {'Ground duels won': '0/1 (0%)', 'Aerial duels won': '4/4 (100%)', 'Was fouled': 0, 'Fouls committed': 0}}]",8.1,#1ec853,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
2,115899,False,https://images.fotmob.com/image_resources/playerimages/115899.png,/players/115899/bobby-burling,23,False,,,1,1,Defender,,Bobby,Burling,,2161975,8314.0,,,90.0,,"[{'title': 'Top stats', 'stats': {'FotMob rating': 6.96, 'Minutes played': 90, 'Goals': 0, 'Assists': 0, 'Total shots': 0, 'Accurate passes': '9/11 (82%)', 'Key passes': 0}}, {'title': 'Attack', 'stats': {'Accurate long balls': '1/2 (50%)', 'Dispossessed': 0}}, {'title': 'Defence', 'stats': {'Tackles won': '2/3 (67%)', 'Clearances': 3, 'Interceptions': 2, 'Recoveries': 1}}, {'title': 'Duels', 'stats': {'Ground duels won': '3/4 (75%)', 'Aerial duels won': '0/2 (0%)', 'Was fouled': 0, 'Fouls committed': 1}}]",7.0,#1ec853,False,True,purple,130394.0,#73a332,130394.0,#980028,,,,
